날짜,ACB,ACHC,ACMR,ACRS,ADEA,ADPT,ADSK,ADTN,AEP,ALEC,ALGN,ALTO,AMCX,AMRK,AMSC,AMTX,ANGI,ANIP,APEI,APP,APPN,ARCB,ARCT,ARHS,ARRY,ASLE,ASTE,ASTL,ATAI,AVTA,AVXL,AZPN,AZTA,BANR,BCML,BCPC,BELFB,BGC,BGNE,BLDE,BLDP,BMBL,BOOM,BPOP,BRKR,BRP,BSVN,BWEN,BZ,CABA,CAKE,CALM,CBAN,CCAP,CCCS,CCEP,CCOI,CDW,CENX,CGNX,CHCO,CHKP,CHX,CINF,CLDX,CLOV,CMCO,CMPO,CMPS,COHU,COKE,CORT,CRAI,CRDO,CRSR,CRUS,CVLT,CWST,DADA,DCGO,DCOMP,DGII,DH,DLO,DRS,DUOL,DVAX,EAST,EBC,ECPG,EEFT,EOLS,EOSE,ERII,ESQ,EVLV,EXC,EXEL,EXFY,EXLS,EXPD,EXTR,FANG,FBIZ,FCBC,FFIV,FGBI,FIVN,FLEX,FLNC,FSV,FTDR,FWRD,FWRG,GEHC,GEVO,GFS,GLAD,GLBE,GLPI,GNTX,GO,GOGL,GOOD,GPRE,HA,HAFC,HEES,HHS,HIMX,HLIT,HRMY,HSIC,HWKN,IAS,ICHR,IDXX,ILPT,IMCR,INSM,IONS,IOSP,IPAR,IPGP,IRTC,ITOS,JBHT,JJSF,JKHY,KALU,KLIC,KROS,KRT,LAMR,LAZR,LAZY,LFUS,LIFE,LIND,LKQ,LNW,LOCO,LPLA,LSEA,LSTR,LSXMA,LSXMK,ME,MEDP,METC,MGEE,MLCO,MPWR,MQ,MRSN,MSEX,MULN,MXL,MYGN,NARI,NBIX,NBTB,NFE,NNOX,NVCR,NVMI,NWSA,ODP,OLED,OLLI,OMAB,ONB,PACB,PAGP,PATK,PAX,PAYO,PCT,PDFS,PEGA,PFG,PGY,PLL,PLRX,PLTK,POWI,PPC,PRDO,PRTS,PRVA,PSEC,PTC,PTVE,PUBM,PZZA,QFIN,QRTEA,QRVO,QTRX,RCM,REAL,REFI,REG,RGTI,RILY,RMBL,RMR,ROAD,ROST,ROVR,RPD,RPRX,RYAAY,SABR,SANM,SBAC,SBRA,SCHL,SCPL,SGEN,SGML,SHBI,SIMO,SIRI,SKYW,SLDP,SLNA,SMBK,SNBR,SNCY,SNDL,SOUN,SPTN,SRCE,SRCL,SSB,SSNC,STAA,STGW,STX,SUPN,SWKS,SWTX,SYM,TECH,TENB,TER,TERN,TFFP,TFIN,TFSL,TH,TMCI,TOWN,TRIP,TRMB,TRMK,TTEK,TTMI,TVTX,TWNK,TWST,UMBF,URGN,VC,VERV,VOXR,VRA,VRRM,VTYX,WB,WEN,WERN,WSC,WTFC,WTW,XEL,XPEL,XRX,YORW,Z,ZBRA,ZI,ZTEK,ZYME
2023-07-10,0.557,79.51,13.19,10.76,11.2,6.54,207.33,10.43,84.34,6.4,343.7,3.5,12.74,37.23,6.7,7.91,3.27,51.13,4.76,27.08,50.36,98.06,31.28,10.6,20.2,14.12,43.55,7.28,2.24,23.35,8.66,172.39,47.97,44.71,16.9,131.13,56.88,4.45,192.53,3.98,4.24,17.59,17.08,62.23,74.21,22.55,24.53,3.78,14.93,12.96,35.17,43.88,9.42,15.82,10.73,64.18,64.53,187.38,8.81,55.81,90.18,124.56,33.25,97.4,36.92,0.8946,41.13,7.0,10.665,38.39,633.11,22.49,99.8,16.45,17.39,80.41,74.21,88.34,5.69,9.2,16.15,39.4,11.18,12.15,17.05,138.91,13.52,3.44,12.48,49.97,116.78,7.35,4.9,28.22,44.0,5.82,40.98,19.07,7.76,30.166,121.08,27.44,134.09,29.83,30.09,147.55,12.0,83.85,27.91,25.6,153.59,33.1,107.63,16.9,80.66,1.64,64.33,10.11,43.35,48.35,29.98,32.38,7.54,12.84,33.79,12.4,15.62,44.94,5.12,7.12,15.89,33.53,80.04,46.04,17.47,34.88,521.21,3.94,64.74,20.4,41.78,99.02,134.78,134.28,103.75,13.86,180.82,157.28,163.22,71.94,56.62,39.65,17.6895,99.95,7.2,11.68,290.93,2.01,10.19,57.53,64.86,9.5,221.15,10.17,196.44,24.648,25.8871,1.76,241.79,9.08,77.33,12.64,534.33,5.04,3.82,77.55,1.7505,31.43,22.88,57.97,95.56,32.35,27.63,14.82,41.93,112.38,19.57,47.78,141.56,66.95,86.58,14.35,13.5,15.16,79.65,14.41,4.83,11.03,47.6,53.41,76.68,1.65,59.16,18.8,12.5,92.01,21.71,12.5,4.27,25.45,6.34,139.1,7.3,17.57,77.69,18.63,1.08,103.84,24.53,17.69,2.21,15.35,61.36,1.48,46.41,10.71,23.73,29.08,109.58,4.94,42.52,30.05,108.31,3.7,61.64,237.83,11.96,38.73,19.61,192.21,41.11,11.45,63.5,4.61,42.19,2.99,1.03,21.53,29.15,22.76,1.49,3.77,22.32,42.37,45.42,68.55,59.62,51.44,7.41,60.4,29.83,112.23,28.06,45.71,82.84,43.54,109.42,8.36,0.34,62.61,12.76,13.55,23.24,23.0,16.67,52.81,21.41,167.78,13.66,15.56,25.13,21.41,60.0,11.12,148.95,19.87,2.42,6.17,19.98,37.06,13.365,21.33,43.5,47.76,74.64,232.95,62.65,86.64,15.46,40.06,47.91,306.16,25.85,1.56,8.19
2023-07-11,0.58,79.05,13.05,10.59,11.31,6.94,212.05,10.44,86.02,6.38,350.1,3.6,13.1,38.27,6.7,8.05,3.43,51.3,4.74,28.09,51.01,98.32,30.26,11.16,19.96,14.14,44.45,7.21,2.14,24.75,8.61,175.23,48.45,45.23,16.69,130.27,55.48,4.6,188.06,4.08,4.57,18.61,17.74,63.19,74.43,23.37,24.3,3.81,15.6,12.23,35.56,44.0,9.42,15.84,10.65,63.99,65.83,188.14,8.2,55.83,90.55,127.81,33.76,99.6,36.01,0.922,40.72,6.96,10.06,37.65,619.09,22.56,100.84,16.7,17.53,81.09,74.78,88.37,5.8,9.12,15.67,39.53,11.43,13.05,16.98,149.5,13.46,3.43,12.62,49.53,115.66,7.3,4.65,28.34,44.87,5.91,41.71,19.2,7.61,31.002,122.96,26.77,137.14,29.09,30.26,148.69,11.92,82.47,27.86,25.63,155.06,33.45,109.06,17.28,81.26,1.67,64.2,10.16,43.62,48.63,30.37,32.47,7.75,13.26,33.98,12.18,15.7,46.45,5.6,7.17,15.97,34.24,81.73,45.66,18.08,33.32,514.82,3.8,64.99,20.02,42.1,99.29,134.9,136.42,102.07,13.83,185.37,154.14,164.83,73.29,55.78,38.86,17.9945,101.03,7.31,11.72,294.55,2.01,10.36,58.0,66.2,9.96,222.24,10.43,198.99,24.7876,26.0497,1.75,238.57,9.0,77.41,13.04,542.53,5.17,3.71,78.52,1.638,31.84,22.38,56.48,98.19,32.77,27.66,15.28,40.54,109.59,19.92,48.13,143.52,68.09,87.47,14.58,13.55,15.31,81.47,14.92,4.99,11.3,44.59,54.81,78.31,1.59,59.42,19.07,12.73,94.26,22.49,12.64,4.47,25.13,6.43,140.9,7.56,18.45,77.12,18.415,1.13,104.08,24.45,17.57,2.64,15.26,62.79,1.53,47.5,10.91,23.91,29.47,111.0,5.17,42.53,30.71,110.48,3.8,62.35,241.82,12.34,38.92,19.95,195.0,40.77,11.5,63.65,4.78,41.75,3.04,1.03,22.13,30.31,23.27,1.47,3.53,22.3,42.42,46.09,69.59,60.51,52.48,7.51,61.06,30.71,111.19,27.18,46.95,83.8,42.37,109.42,8.28,0.3785,62.07,12.84,13.07,22.87,23.15,17.37,53.14,21.59,166.79,13.53,15.21,24.65,20.77,61.11,9.58,153.64,19.89,2.39,6.38,20.13,37.5,13.45,21.38,43.97,48.42,75.43,235.08,63.12,85.14,16.07,41.09,52.28,309.16,26.9,1.56,8.01
2023-07-12,0.5612,75.0,13.17,10.78,11.4,7.57,215.32,10.78,87.24,6.31,357.6,3.73,12.92,39.15,6.8,8.7,3.5,51.12,4.64,28.3,50.37,96.55,30.99,11.25,20.105,14.29,45.22,7.27,1.96,25.64,8.55,180.79,49.37,46.54,16.93,131.5,55.63,4.58,192.055,4.09,4.45,19.98,17.79,63.7,75.0,23.84,24.33,4.0,16.57,12.01,36.45,43.73,9.76,15.96,10.58,64.47,64.89,186.54,8.39,56.9,91.61,126.19,34.08,99.82,36.37,0.92,41.84,6.9,9.06,38.57,614.98,22.71,101.08,16.88,17.91,82.82,74.82,86.81,6.2,9.16,15.8,40.6,11.81,13.51,16.99,154.19,13.7,3.08,12.86,50.88,117.91,7.39,4.14,28.71,45.21,5.91,42.05,19.37,7.52,30.616,122.75,27.05,139.51,29.42,30.98,148.32,11.77,85.82,28.03,27.25,159.96,33.98,109.66,17.92,81.69,1.7,65.55,10.36,44.69,48.51,30.78,32.86,7.88,13.21,34.42,11.78,16.26,46.69,5.42,7.41,15.62,34.54,81.53,46.15,19.29,34.08,525.68,3.75,64.1,20.31,42.52,101.44,134.41,139.71,101.41,14.23,184.69,157.6,165.28,74.81,55.85,40.12,18.1126,101.49,8.12,11.77,298.93,2.0,10.27,59.01,67.17,10.3,219.6,10.48,197.41,24.9565,26.2666,1.77,241.82,8.7,77.43,13.47,561.04,5.22,3.79,80.25,1.2735,33.27,23.16,56.04,97.23,32.96,27.74,15.47,40.18,111.54,20.16,47.92,145.72,69.06,87.72,14.78,13.81,15.46,82.43,15.17,4.96,10.49,45.4,55.28,78.6,1.63,59.32,18.65,12.71,96.97,23.13,12.65,4.66,24.55,6.46,143.2,7.81,19.12,77.11,18.8,1.13,105.32,24.7,17.86,2.625,15.49,63.11,1.74,48.08,10.86,24.1,28.26,111.52,5.18,42.41,31.28,108.62,3.85,63.25,243.28,12.43,39.0,19.87,196.0,40.7,11.7,63.65,4.81,41.12,2.81,1.07,22.18,30.92,23.2,1.47,3.6,22.01,42.93,46.68,70.76,60.23,55.84,7.48,61.62,30.5,112.85,27.95,43.37,84.61,42.31,111.24,8.03,0.35,64.23,12.98,13.05,23.69,23.91,17.5,53.8,22.07,166.47,13.9,15.49,24.9,23.21,62.8,9.6,157.1,20.26,2.38,6.38,20.25,35.27,14.1,21.51,43.97,48.6,76.28,231.75,63.79,85.47,16.07,41.72,52.9,315.93,27.56,1.5299,8.36
2023-07-13,0.5677,72.21,13.9,10.86,11.77,7.36,216.59,10.93,87.28,6.15,367.56,3.58,13.12,39.83,6.68,8.15,3.86,50.55,4.61,28.99,51.83,96.78,30.81,10.59,20.7,14.88,46.06,7.24,2.04,25.12,8.45,177.95,44.47,47.27,17.35,130.78,57.43,4.61,198.17,3.96,4.67,19.97,18.26,64.04,74.35,24.12,24.33,4.19,16.9,12.16,36.92,44.17,9.86,16.14,10.79,65.7,65.31,188.18,9.08,57.59,92.42,127.57,34.02,99.68,37.46,0.9782,41.78,6.94,9.53,39.8,625.49,22.62,100.93,17.15,18.18,81.7,75.42,86.32,6.27,9.16,15.92,41.62,11.61,13.79,16.88,153.89,14.02,2.95,13.03,51.51,119.18,7.6,3.87,29.09,46.28,6.05,42.18,19.35,8.165,31.496,121.77,27.61,139.41,29.83,31.11,149.74,11.84,87.86,28.28,28.63,158.7,34.11,108.42,18.24,81.4,1.73,66.74,10.45,44.91,48.39,30.93,32.5,7.87,13.13,33.36,11.28,16.52,46.78,5.24,7.55,16.03,34.6,82.07,46.32,19.45,36.58,532.8,4.15,62.55,20.97,42.66,101.9,133.59,139.14,98.88,13.91,184.07,158.33,166.45,76.22,58.52,40.28,18.3585,101.03,7.56,11.7,303.39,1.98,10.17,58.52,67.47,10.05,221.62,10.5,196.61,25.1035,26.4137,1.83,240.42,8.78,77.94,13.7,576.62,5.33,3.69,80.75,1.4094,33.56,22.84,55.91,96.03,33.31,27.67,15.91,40.06,114.16,20.33,47.97,148.35,70.18,88.87,14.88,13.88,15.48,83.63,15.39,5.14,10.98,46.06,56.18,79.9,1.85,59.22,18.5,12.68,98.89,25.155,12.56,4.65,25.12,6.5,145.47,7.95,19.53,75.55,19.43,1.16,106.87,24.65,18.06,2.77,15.48,63.41,2.0,50.17,10.03,24.39,28.82,111.48,5.12,43.87,30.71,111.4,3.88,64.36,243.85,12.5,39.63,19.84,197.15,40.19,11.85,63.185,4.89,41.47,2.94,1.04,22.41,30.93,22.83,1.49,3.74,21.75,43.34,45.64,71.59,60.95,58.12,7.45,62.02,30.29,114.25,28.37,46.26,84.44,43.11,114.02,8.18,0.35,65.86,13.04,12.94,24.64,24.45,17.4,53.99,22.52,167.78,14.04,15.46,24.48,23.37,63.82,8.99,156.06,20.36,2.46,6.28,20.49,35.41,14.46,21.34,43.43,48.5,78.08,231.66,64.33,83.66,16.09,42.46,54.17,318.47,28.06,1.57,8.31
2023-07-14,0.534,75.3,13.33,10.95,11.47,7.17,214.14,10.31,87.22,6.48,366.88,3.46,12.92,39.615,6.545,7.22,3.76,50.28,4.69,28.15,50.46,95.79,35.44,10.83,19.62,14.71,46.7,7.36,2.02,25.18,8.42,177.47,45.09,46.57,17.1,130.76,57.97,4.64,196.33,4.0,4.53,19.82,17.98,62.54,74.09,23.66,22.96,3.93,16.28,12.11,35.83,43.73,9.87,16.2,10.62,65.56,63.4,186.39,8.73,57.08,92.58,125.52,34.04,97.89,37.29,0.9984,41.39,6.88,9.085,39.63,629.03,22.82,101.86,16.9,17.75,79.07,75.78,86.93,5.94,9.22,16.1,41.62,11.66,13.6,17.02,149.51,13.91,2.92,12.99,51.83,117.16,7.4,3.6,29.07,46.27,5.99,42.02,19.39,7.77,31.58,121.6,26.72,135.66,29.34,30.91,146.86,11.74,85.7,27.9,27.7,159.74,34.04,108.31,18.37,81.82,1.61,66.72,10.5,44.07,48.57,30.75,32.84,7.61,13.34,32.37,10.89,16.26,45.98,5.195,7.34,15.69,35.35,80.39,48.11,18.92,36.26,536.89,3.89,63.4,20.6,42.48,101.22,133.63,136.01,100.54,13.74,183.3,158.05,166.75,75.47,57.95,40.65,18.8013,101.57,6.99,11.26,301.6,1.95,10.31,58.19,68.82,9.96,220.48,10.38,194.81,24.5378,25.8716,1.77,243.21,8.45,78.57,13.77,565.01,5.14,3.65,80.89,1.4094,32.3,22.5,57.22,95.11,33.03,26.37,15.1,39.94,115.83,20.21,47.32,144.25,69.0,88.97,14.56,13.74,15.09,83.51,15.33,5.02,10.33,45.49,55.45,79.14,1.66,58.47,18.3,12.54,97.19,24.84,12.7,4.52,26.03,6.42,144.67,7.91,19.2,75.99,18.92,1.07,104.87,23.85,18.47,2.39,15.16,63.4,1.76,49.62,10.1,24.12,28.93,111.58,4.97,43.37,30.73,111.05,3.72,60.67,243.77,12.69,40.15,19.8,198.0,39.36,11.65,63.25,4.75,40.43,2.78,1.01,22.37,30.45,22.55,1.4,3.47,21.44,43.03,45.29,70.38,60.68,56.31,7.39,61.57,30.03,111.75,28.6,44.11,84.22,42.95,113.09,8.15,0.328,65.53,12.92,12.72,24.87,24.33,17.22,53.4,22.08,170.61,13.88,15.31,24.6,23.3,62.51,9.19,155.64,19.94,2.5099,6.27,20.48,35.84,14.1,21.36,43.32,47.04,76.52,229.87,64.27,82.94,15.62,42.16,53.23,309.28,27.29,1.6,7.9
2023-07-15,0.5296,73.09,13.52,10.89,11.79,7.37,213.73,10.3,85.48,6.59,370.36,3.8,12.83,40.4,6.72,8.02,3.91,51.34,4.77,28.46,51.22,95.96,36.65,11.25,19.98,14.88,46.99,7.17,2.21,25.94,8.37,177.12,44.99,47.14,17.71,130.62,61.03,4.64,197.9,4.42,4.7,20.81,18.6,63.32,73.48,24.03,23.3,4.3,15.98,12.49,35.31,43.95,9.88,16.33,11.09,65.14,63.4,189.61,9.04,58.56,93.08,127.3,34.33,98.36,36.94,1.03,41.32,7.03,9.13,41.15,635.19,22.94,104.03,16.79,17.5,79.97,76.35,86.76,5.88,9.43,16.2099,42.25,12.0,14.14,17.23,158.48,14.17,2.9,13.35,52.13,117.02,7.32,3.58,30.25,47.44,6.73,41.78,19.19,7.74,31.752,122.01,27.49,135.47,29.92,31.42,148.11,12.0,86.99,28.21,29.11,159.21,34.26,109.0,18.27,81.19,1.77,68.1,10.7,44.53,48.31,30.42,33.31,7.46,13.25,32.43,10.92,16.52,46.39,5.23,7.43,15.8,36.44,80.23,48.64,19.83,37.57,551.84,3.89,63.5,20.7,42.2,100.73,134.57,136.42,99.93,14.01,183.38,156.43,168.32,76.8,59.34,42.0,18.8505,102.2,7.12,11.27,305.54,1.99,10.44,58.62,70.16,9.78,225.84,10.25,194.42,24.9786,26.2898,1.8,247.36,8.48,78.07,13.39,588.72,5.13,3.59,81.31,1.4382,32.85,22.63,57.66,96.0,33.53,27.18,15.59,40.57,118.56,20.4,47.77,145.7,70.8,89.23,14.83,13.93,15.19,84.4,15.6,5.18,11.18,46.34,56.2,80.57,1.74,61.16,17.84,12.56,96.86,24.88,12.75,4.49,26.85,6.47,146.55,8.14,19.35,76.0,18.79,1.03,107.38,22.7,18.49,2.56,15.28,63.84,2.1,51.28,10.43,24.14,29.73,110.25,4.96,43.58,30.65,109.72,3.61,60.57,226.15,12.59,41.18,19.81,197.6,40.54,11.83,63.25,4.94,40.45,2.88,1.045,22.41,33.56,22.51,1.42,3.58,21.3,43.53,45.13,71.85,60.62,55.81,8.19,60.95,29.43,114.92,29.85,49.49,82.8,42.84,116.25,8.0,0.3421,65.54,13.01,12.69,24.35,24.84,17.54,53.72,22.3,172.19,14.01,15.87,24.62,24.17,63.94,9.4,154.97,19.78,2.455,6.37,20.69,35.53,13.92,21.34,42.57,47.86,77.54,229.64,63.21,83.01,15.72,41.65,53.75,309.51,28.89,1.59,7.97
2023-07-16,0.5296,73.09,13.52,10.89,11.79,7.37,213.73,10.3,85.48,6.59,370.36,3.8,12.83,40.4,6.72,8.02,3.91,51.34,4.77,28.46,51.22,95.96,36.65,11.25,19.98,14.88,46.99,7.17,2.21,25.94,8.37,177.12,44.99,47.14,17.71,130.62,61.03,4.64,197.9,4.42,4.7,20.81,18.6,63.32,73.48,24.03,23.3,4.3,15.98,12.49,35.31,43.95,9.88,16.33,11.09,65.14,63.4,189.61,9.04,58.56,93.08,127.3,34.33,98.36,36.94,1.03,41.32,7.03,9.13,41.15,635.19,22.94,104.03,16.79,17.5,79.97,76.35,86.76,5.88,9.43,16.2099,42.25,12.0,14.14,17.23,158.48,14.17,2.9,13.35,52.13,117.02,7.32,3.58,30.25,47.44,6.73,41.78,19.19,7.74,31.752,122.01,27.49,135.47,29.92,31.42,148.11,12.0,86.99,28.21,29.11,159.21,34.26,109.0,18.27,81.19,1.77,68.1,10.7,44.53,48.31,30.42,33.31,7.46,13.25,32.43,10.92,16.52,46.39,5.23,7.43,15.8,36.44,80.23,48.64,19.83,37.57,551.84,3.89,63.5,20.7,42.2,100.73,134.57,136.42,99.93,14.01,183.38,156.43,168.32,76.8,59.34,42.0,18.8505,102.2,7.12,11.27,305.54,1.99,10.44,58.62,70.16,9.78,225.84,10.25,194.42,24.9786,26.2898,1.8,247.36,8.48,78.07,13.39,588.72,5.13,3.59,81.31,1.4382,32.85,22.63,57.66,96.0,33.53,27.18,15.59,40.57,118.56,20.4,47.77,145.7,70.8,89.23,14.83,13.93,15.19,84.4,15.6,5.18,11.18,46.34,56.2,80.57,1.74,61.16,17.84,12.56,96.86,24.88,12.75,4.49,26.85,6.47,146.55,8.14,19.35,76.0,18.79,1.03,107.38,22.7,18.49,2.56,15.28,63.84,2.1,51.28,10.43,24.14,29.73,110.25,4.96,43.58,30.65,109.72,3.61,60.57,226.15,12.59,41.18,19.81,197.6,40.54,11.83,63.25,4.94,40.45,2.88,1.045,22.41,33.56,22.51,1.42,3.58,21.3,43.53,45.13,71.85,60.62,55.81,8.19,60.95,29.43,114.92,29.85,49.49,82.8,42.84,116.25,8.0,0.3421,65.54,13.01,12.69,24.35,24.84,17.54,53.72,22.3,172.19,14.01,15.87,24.62,24.17,63.94,9.4,154.97,19.78,2.455,6.37,20.69,35.53,13.92,21.34,42.57,47.86,77.54,229.64,63.21,83.01,15.72,41.65,53.75,309.51,28.89,1.59,7.97
2023-07-17,0.5296,73.09,13.52,10.89,11.79,7.37,213.73,10.3,85.48,6.59,370.36,3.8,12.83,40.4,6.72,8.02,3.91,51.34,4.77,28.46,51.22,95.96,36.65,11.25,19.98,14.88,46.99,7.17,2.21,25.94,8.37,177.12,44.99,47.14,17.71,130.62,61.03,4.64,197.9,4.42,4.7,20.81,18.6,63.32,73.48,24.03,23.3,4.3,15.98,12.49,35.31,43.95,9.88,16.33,11.09,65.14,63.4,189.61,9.04,58.56,93.08,127.3,34.33,98.36,36.94,1.03,41.32,7.03,9.13,41.15,635.19,22.94,104.03,16.79,17.5,79.97,76.35,86.76,5.88,9.43,16.2099,42.25,12.0,14.14,17.23,158.48,14.17,2.9,13.35,52.13,117.02,7.32,3.58,30.25,47.44,6.73,41.78,19.19,7.74,31.752,122.01,27.49,135.47,29.92,31.42,148.11,12.0,86.99,28.21,29.11,159.21,34.26,109.0,18.27,81.19,1.77,68.1,10.7,44.53,48.31,30.42,33.31,7.46,13.25,32.43,10.92,16.52,46.39,5.23,7.43,15.8,36.44,80.23,48.64,19.83,37.57,551.84,3.89,63.5,20.7,42.2,100.73,134.57,136.42,99.93,14.01,183.38,156.43,168.32,76.8,59.34,42.0,18.8505,102.2,7.12,11.27,305.54,1.99,10.44,58.62,70.16,9.78,225.84,10.25,194.42,24.9786,26.2898,1.8,247.36,8.48,78.07,13.39,588.72,5.13,3.59,81.31,1.4382,32.85,22.63,57.66,96.0,33.53,27.18,15.59,40.57,118.56,20.4,47.77,145.7,70.8,89.23,14.83,13.93,15.19,84.4,15.6,5.18,11.18,46.34,56.2,80.57,1.74,61.16,17.84,12.56,96.86,24.88,12.75,4.49,26.85,6.47,146.55,8.14,19.35,76.0,18.79,1.03,107.38,22.7,18.49,2.56,15.28,63.84,2.1,51.28,10.43,24.14,29.73,110.25,4.96,43.58,30.65,109.72,3.61,60.57,226.15,12.59,41.18,19.81,197.6,40.54,11.83,63.25,4.94,40.45,2.88,1.045,22.41,33.56,22.51,1.42,3.58,21.3,43.53,45.13,71.85,60.62,55.81,8.19,60.95,29.43,114.92,29.85,49.49,82.8,42.84,116.25,8.0,0.3421,65.54,13.01,12.69,24.35,24.84,17.54,53.72,22.3,172.19,14.01,15.87,24.62,24.17,63.94,9.4,154.97,19.78,2.455,6.37,20.69,35.53,13.92,21.34,42.57,47.86,77.54,229.64,63.21,83.01,15.72,41.65,53.75,309.51,28.89,1.59,7.97
2023-07-18,0.526,74.33,13.5,10.69,11.99,7.59,217.24,10.43,84.67,6.69,360.62,3.85,13.63,40.68,7.8,8.22,3.99,51.89,4.66,28.31,51.57,100.59,37.35,11.51,19.8,15.13,47.39,7.11,2.28,26.19,8.38,176.71,44.7,48.5,18.02,132.06,62.09,4.74,194.71,4.3,4.66,19.66,18.48,65.93,73.77,24.65,24.09,4.18,15.02,13.98,36.07,44.43,10.14,16.55,10.76,64.61,62.87,188.24,8.88,58.93,95.15,127.87,34.52,99.73,36.43,1.06,41.76,7.16,9.72,41.43,627.01,23.34,104.5,16.36,17.4,79.51,76.85,85.4,5.56,9.41,16.35,42.06,12.12,14.54,17.21,158.65,14.38,3.19,13.64,53.16,119.17,7.39,3.53,30.61,48.59,6.7,41.28,19.3,7.79,32.396,123.07,28.4,138.81,31.29,32.42,149.75,12.56,87.17,28.4,31.13,158.05,34.56,112.81,18.74,82.47,1.76,67.45,10.81,44.795,48.23,30.93,33.21,7.4,13.43,33.75,11.45,16.98,47.67,5.29,7.44,15.62,36.45,79.24,49.29,19.88,37.98,547.47,4.05,63.87,20.92,42.08,102.9,136.11,134.07,101.13,13.65,188.17,157.58,170.07,76.06,58.94,41.73,18.88,103.31,7.23,11.49,309.3,1.93,10.54,58.15,71.01,9.95,233.94,10.51,197.07,25.559,26.8551,1.81,249.47,9.06,78.38,13.0,588.11,5.19,3.57,80.78,1.4121,33.51,22.26,57.92,97.2,34.73,28.42,15.58,39.62,117.44,20.59,48.51,145.69,71.22,93.22,15.38,13.69,15.39,84.79,15.68,5.23,11.24,45.76,56.36,81.47,2.0,61.87,18.03,12.44,95.78,24.49,12.96,4.47,27.49,6.51,146.78,8.32,19.19,75.13,18.19,1.03,106.77,24.35,18.33,2.58,15.19,63.73,2.21,54.53,9.77,24.47,31.17,111.91,4.95,44.2,30.92,110.01,3.84,61.14,228.07,12.62,41.37,19.77,196.36,39.75,12.4,61.62,5.29,41.87,2.83,1.0447,23.97,36.01,22.98,1.42,3.69,21.58,44.75,44.94,74.81,61.28,54.97,8.04,61.39,29.92,115.04,29.45,52.08,82.3,42.82,117.15,7.74,0.326,67.27,13.28,12.27,23.8,25.53,17.95,53.04,23.07,172.29,14.21,15.11,24.59,25.08,67.22,9.35,155.16,20.16,2.415,6.47,20.89,36.05,13.39,21.18,43.15,48.22,81.47,228.35,63.0,82.69,15.9,41.17,54.44,313.17,28.95,1.51,7.86
2023-07-19,0.532,74.94,13.21,10.43,11.78,7.75,219.07,10.22,85.37,6.61,342.58,3.74,13.91,40.87,7.51,7.47,4.07,51.5,5.0,28.57,51.35,109.92,35.5,11.49,19.5,15.22,47.33,7.12,2.16,26.07,8.33,178.64,45.48,49.4,18.43,132.53,59.57,4.78,193.15,4.3,4.75,20.14,18.46,66.75,75.77,24.45,24.03,4.04,15.98,13.33,37.22,44.29,10.27,16.5,10.77,64.76,63.8,189.75,9.11,58.58,96.85,127.32,34.23,99.99,37.07,1.17,41.7,7.18,9.09,40.8,643.54,23.07,104.7,16.1,17.34,79.34,76.65,85.6,5.67,9.28,16.41,41.34,11.9,14.45,16.7,160.44,14.44,3.2799,13.95,53.38,118.42,7.59,3.28,30.07,48.26,6.17,41.51,19.54,7.76,32.614,124.51,27.67,138.9,32.0,32.33,150.7,12.76,87.94,28.79,30.16,159.22,34.7,117.84,18.76,81.75,1.74,66.73,10.92,43.86,48.9,31.4,33.15,7.35,13.74,34.44,12.0,17.29,48.27,5.33,7.34,15.45,35.56,79.46,49.17,19.8,37.03,547.75,4.11,63.67,21.11,42.03,103.47,133.55,134.68,102.43,13.78,195.23,158.87,172.76,79.27,57.53,43.02,18.7718,102.3,7.75,11.84,304.61,1.95,10.5,58.29,69.23,10.13,229.26,10.44,201.06,25.39,26.7157,1.88,248.43,8.83,79.29,13.02,574.51,5.11,3.76,82.35,1.3248,34.67,22.42,56.36,97.85,35.53,28.74,15.24,39.09,118.33,20.15,48.3,147.07,72.61,92.88,15.8,13.67,15.46,85.56,15.7,5.26,11.05,44.6,57.1,82.51,2.18,60.21,17.82,12.36,94.15,24.62,13.11,4.73,27.17,6.55,146.64,8.41,19.0,77.06,18.18,1.06,105.84,24.72,18.03,2.65,15.3,64.75,2.06,56.08,10.07,24.66,30.35,112.62,4.96,45.12,31.06,109.38,3.89,60.33,234.27,12.85,40.47,19.77,195.51,38.86,12.66,57.28,5.49,42.37,2.84,1.07,24.45,39.22,23.08,1.47,3.6,21.75,45.21,45.67,75.9,62.32,54.66,7.47,59.86,30.32,114.5,29.18,48.7,83.88,43.05,115.31,8.14,0.325,67.98,13.4,12.44,23.69,25.83,17.76,53.67,23.65,170.27,14.23,15.45,24.83,26.01,70.17,9.74,153.8,20.35,2.4,6.4,20.78,36.03,13.79,21.66,44.46,47.61,83.19,226.72,63.39,82.55,15.77,41.98,54.64,318.37,28.85,1.56,7.87
